frame_number,sampled_index,timestamp_seconds,black_pixel_ratio,skin_pixel_ratio,teacher_presence,global_ssim,global_mse,histogram_correlation,edge_count,edge_change_rate,zone_left_ssim,zone_left_edge_density,zone_center_ssim,zone_center_edge_density,zone_right_ssim,zone_right_edge_density,ssim_rolling_mean,ssim_rolling_std,ssim_rolling_max,edge_rolling_mean,edge_rolling_std,edge_rolling_max,edge_decay_velocity
60,10,2.0,0.5754904513888889,0.008567708333333333,0.008567708333333333,0.9889279728467822,34.52390082465278,0.9991488209690536,0.023782552083333332,0.000239800347222225,0.9691763263275842,0.029962180490349506,0.9986487909048721,0.022711267605633804,0.9986259849778335,0.018698078920041536,0.9867273478435369,0.004403490193121186,0.9892701813136808,0.02403884548611111,0.00013478536797368454,0.024136284722222224,-0.000239800347222225
66,11,2.2,0.5762065972222222,0.008104383680555556,0.008104383680555556,0.9816687598826914,107.34875434027778,0.9998616796134387,0.023473307291666665,0.00030924479166666644,0.945010746782483,0.02907211789254043,0.9995424952306299,0.0226688836724048,0.9998487488205301,0.018701323987538942,0.9874748960845864,0.0029111301207760463,0.9892701813136808,0.02390776909722222,0.0002516711856528962,0.024136284722222224,-0.00030924479166666644
72,12,2.4,0.5754513888888889,0.008502604166666667,0.008502604166666667,0.9807014508076678,70.51552842881945,0.9996631284671231,0.023268229166666668,0.00020507812499999736,0.9419282611471281,0.028455920709441838,0.9996638427763589,0.0226688836724048,0.9998699312873732,0.018701323987538942,0.9857611499833838,0.0037508739320088833,0.9889279728467822,0.02373654513888889,0.0003262539487696947,0.024136284722222224,-0.00020507812499999736
78,13,2.6,0.57349609375,0.008198784722222222,0.008198784722222222,0.9779540710497958,84.52516276041666,0.9980674710662912,0.023657769097222222,0.000389539930555554,0.9352949582012718,0.02962962962962963,0.9990538701339772,0.02266562336984872,0.9988006116418522,0.018701323987538942,0.9836348497070908,0.004488042585704912,0.9889279728467822,0.02364084201388889,0.000258002591080952,0.024022352430555557,0.000389539930555554
84,14,2.8,0.5747428385416666,0.008353949652777777,0.008353949652777777,0.9835275225249926,89.94684136284722,0.9996965466434795,0.023479817708333333,0.00017795138888888895,0.9511331897927519,0.029098200312989046,0.9993588531256988,0.02266562336984872,0.9995586340828145,0.018698078920041536,0.9825559554223859,0.00365924013319792,0.9889279728467822,0.023532335069444445,0.00017569093830562232,0.023782552083333332,-0.00017795138888888895
90,15,3.0,0.5768608940972222,0.008627387152777779,0.008627387152777779,0.9870799995710257,21.67175998263889,0.999281998385609,0.023601345486111112,0.00012152777777777943,0.964549797100683,0.02942749087115284,0.9979919233819579,0.02265584246218049,0.9983299790887672,0.01874350986500519,0.9821863607672346,0.0030374844894577114,0.9870799995710257,0.023496093750000002,0.00013410685769729613,0.023657769097222222,0.00012152777777777943
96,16,3.2,0.5781955295138889,0.008752170138888888,0.008752170138888888,0.9873135994678683,26.638755425347224,0.9993332823511147,0.02388454861111111,0.00028320312499999917,0.9680169932171044,0.03041862284820031,0.9962338283767954,0.02262323943661972,0.9973805921259359,0.018636422637590862,0.98331532868427,0.0036271030684997233,0.9873135994678683,0.023578342013888892,0.0002032128530782482,0.02388454861111111,0.00028320312499999917
102,17,3.4,0.5767252604166667,0.008755425347222222,0.008755425347222222,0.9865049309315455,49.92706597222222,0.9991603145857142,0.023795572916666667,8.897569444444448e-05,0.9622331259537408,0.029958920187793427,0.9984325883523513,0.022708007303077725,0.99844944477452,0.01874350986500519,0.9844760247090456,0.003532265901089144,0.9873135994678683,0.02368381076388889,0.00014274334958769294,0.02388454861111111,-8.897569444444448e-05
108,18,3.6,0.571396484375,0.008289930555555556,0.008289930555555556,0.9642522216980527,246.32637803819443,0.9995443226500658,0.02369683159722222,9.8741319444446e-05,0.8935094083606634,0.029763302034428795,0.9988365543729925,0.02265584246218049,0.9992478451255431,0.018694833852544133,0.981735654838697,0.008846498805091836,0.9873135994678683,0.02369162326388889,0.00014217209091396118,0.02388454861111111,-9.8741319444446e-05
114,19,3.8,0.5694552951388889,0.00810546875,0.00810546875,0.9689974737930671,134.13440321180556,0.9995182913199189,0.023012152777777777,0.0006846788194444439,0.9067720984447191,0.027702790818988,0.9995036831182734,0.022646061554512258,0.9997056856312825,0.01870781412253375,0.9788296450923119,0.010080959367620556,0.9873135994678683,0.02359809027777778,0.00030794186719308064,0.02388454861111111,-0.0006846788194444439
120,20,4.0,0.5709147135416667,0.0076953125,0.0076953125,0.9709578656381094,85.47725911458333,0.9996965116337749,0.022801649305555557,0.00021050347222222043,0.9137904862827102,0.027050730307772563,0.9985958705280544,0.022675404277516954,0.9995457171516836,0.018698078920041536,0.9756052183057285,0.009487261260227593,0.9873135994678683,0.023438151041666667,0.00044284213834407387,0.02388454861111111,-0.00021050347222222043
126,21,4.2,0.5696625434027778,0.007718098958333333,0.007718098958333333,0.9800876668266075,61.84529079861111,0.9976473579557726,0.022955729166666668,0.0001540798611111109,0.9431075826807404,0.027582159624413145,0.9981265716129334,0.022603677621283257,0.9984175662991379,0.018701323987538942,0.9741600317774765,0.008032483624586476,0.9865049309315455,0.023252387152777783,0.00041023524004228326,0.023795572916666667,0.0001540798611111109
132,22,4.4,0.5692502170138889,0.007928602430555556,0.007928602430555556,0.9809334513433944,48.957532552083336,0.9987206715761728,0.023082682291666667,0.00012695312499999903,0.9478621093040805,0.028165753781950964,0.9967993738916231,0.022479786124152322,0.9976051502918791,0.018623442367601245,0.9730457358598462,0.006478863579792968,0.9809334513433944,0.023109809027777782,0.0003077567604499879,0.02369683159722222,0.00012695312499999903
138,23,4.6,0.5704340277777777,0.008130425347222222,0.008130425347222222,0.987786865729181,37.631382378472225,0.9995699352455344,0.023205295138888887,0.00012261284722222057,0.9644319705061534,0.028527647365675535,0.9992568217030686,0.022479786124152322,0.9992780777817537,0.018629932502596053,0.9777526646660718,0.006914875139933966,0.987786865729181,0.023011501736111113,0.00013399373150796843,0.023205295138888887,0.00012261284722222057
144,24,4.8,0.5722233072916667,0.007779947916666667,0.007779947916666667,0.9869585801069999,38.06782443576389,0.9996094742624916,0.023115234375,9.006076388888562e-05,0.961109776417901,0.028214658320292123,0.9997499237392263,0.022476525821596243,0.9995863768302401,0.01867536344755971,0.9813448859288585,0.006044050543850138,0.987786865729181,0.023032118055555557,0.00014029003798956784,0.023205295138888887,-9.006076388888562e-05
150,25,5.0,0.5769683159722222,0.008009982638888889,0.008009982638888889,0.9724835677548669,74.442099609375,0.9991515115696831,0.02282769097222222,0.0002875434027777811,0.9253270811577146,0.027533255086071986,0.9952160325250959,0.022414580073030776,0.9961531487183392,0.018555295950155763,0.98165002635221,0.005528470869119967,0.987786865729181,0.023037326388888887,0.00013186768200634206,0.023205295138888887,-0.0002875434027777811
156,26,5.2,0.5796983506944444,0.008045789930555556,0.008045789930555556,0.9801143041745437,26.32648220486111,0.9977467549404484,0.02303927951388889,0.00021158854166666852,0.9517697100727449,0.028087506520605113,0.993155270245565,0.022349374021909233,0.994949878780109,0.018701323987538942,0.9816553538217972,0.005526975378335147,0.987786865729181,0.023054036458333333,0.00012561449256142467,0.023205295138888887,0.00021158854166666852
162,27,5.4,0.5801551649305555,0.007923177083333333,0.007923177083333333,0.9843791255884577,30.703740234375,0.9989309270039562,0.022960069444444446,7.921006944444295e-05,0.9579757032725509,0.027754955659885238,0.9970838212086951,0.022401538862806467,0.9976301170942525,0.01874350986500519,0.9823444886708097,0.005608217888269487,0.987786865729181,0.023029513888888888,0.0001295356611735674,0.023205295138888887,-7.921006944444295e-05
168,28,5.6,0.5797189670138889,0.00787109375,0.00787109375,0.9849410024434428,44.20623046875,0.999460088096468,0.022992621527777778,3.255208333333148e-05,0.9566843446549576,0.027859285341679706,0.9985939122740424,0.022391757955138238,0.9990765558374297,0.018746754932502597,0.9817753160136622,0.005152924753366686,0.9869585801069999,0.022986979166666664,9.519813345076584e-05,0.023115234375,3.255208333333148e-05
174,29,5.8,0.5794835069444444,0.007950303819444445,0.007950303819444445,0.9876113784512279,16.177596571180555,0.9998554312046583,0.02287109375,0.00012152777777777596,0.9651569841221904,0.027585419926969224,0.9984377201990647,0.022336332811684925,0.9988653009397853,0.018711059190031153,0.9819058756825079,0.005289070552517373,0.9876113784512279,0.022938151041666667,7.793911141250014e-05,0.02303927951388889,-0.00012152777777777596
180,30,6.0,0.5807465277777778,0.008063151041666666,0.008063151041666666,0.9894377933691858,23.996719835069445,0.9995090623985718,0.023114149305555557,0.00024305555555555539,0.9703055047399662,0.028224439227960356,0.9987589189453299,0.02237545644235785,0.9989518974293767,0.018762980269989616,0.9852967208053716,0.0031727615941603273,0.9894377933691858,0.022995442708333334,8.09133018011988e-05,0.023114149305555557,0.00024305555555555539
186,31,6.2,0.5794173177083334,0.008072916666666667,0.008072916666666667,0.9879197244365413,27.464718967013887,0.9998842732680592,0.02312717013888889,1.30208333333319e-05,0.9645550024409031,0.02827660406885759,0.9993353229209816,0.022349374021909233,0.9994907017618563,0.018775960539979233,0.9868578048577712,0.001906298480682454,0.9894377933691858,0.023013020833333335,9.656118276899289e-05,0.02312717013888889,1.30208333333319e-05
192,32,6.4,0.5794281684027778,0.00804904513888889,0.00804904513888889,0.9943655720193101,9.670132378472223,0.9995025308703916,0.02312282986111111,4.340277777778456e-06,0.9840951562748941,0.02827334376630151,0.99944581724339,0.02234285341679708,0.9993809870487462,0.018772715472481827,0.9888550941439416,0.003112772521587896,0.9943655720193101,0.023045572916666666,0.00010057464137472345,0.02312717013888889,-4.340277777778456e-06
198,33,6.6,0.5833181423611111,0.007941623263888888,0.007941623263888888,0.9876339954687852,26.254020182291665,0.9970309710585209,0.022918836805555554,0.00020399305555555622,0.9693483977841109,0.02769300991131977,0.9965506988747306,0.022333072509128846,0.9966888297134678,0.01875,0.9893936927490101,0.002575550026825746,0.9943655720193101,0.023030815972222222,0.0001120228973611154,0.02312717013888889,-0.00020399305555555622
204,34,6.8,0.5830674913194445,0.008045789930555556,0.008045789930555556,0.9870656815017657,31.906358506944443,0.9999135491875386,0.023046875,0.0001280381944444471,0.9615485416692676,0.028084246218049034,0.9995459080971189,0.022323291601460616,0.9996867445938641,0.018753245067497405,0.9892845533591176,0.002658974418173211,0.9943655720193101,0.02306597222222222,7.913601227904457e-05,0.02312717013888889,0.0001280381944444471
210,35,7.0,0.5837858072916666,0.008088107638888889,0.008088107638888889,0.9818105842445456,43.69190104166667,0.998707239795936,0.023180338541666668,0.0001334635416666667,0.9465288490728266,0.028482003129890455,0.9992903364665565,0.02232655190401669,0.9990273273272625,0.018753245067497405,0.9877591115341895,0.003988799137614966,0.9943655720193101,0.023079210069444443,9.076889650812431e-05,0.023180338541666668,0.0001334635416666667
216,36,7.2,0.5860145399305555,0.0074283854166666665,0.0074283854166666665,0.9796049379261182,26.97623046875,0.9992689831300875,0.023599175347222223,0.0004188368055555551,0.9486895068295664,0.029799165362545645,0.9935999751206291,0.02247000521648409,0.996021285416309,0.01855205088265836,0.986096154232105,0.005141793628386338,0.9943655720193101,0.02317361111111111,0.00023008733183778744,0.023599175347222223,0.0004188368055555551
222,37,7.4,0.5853624131944445,0.007978515625,0.007978515625,0.9798386171719642,61.087253689236114,0.9995060734858608,0.023705512152777778,0.00010633680555555483,0.9406505751453014,0.030187141366718833,0.999149591651051,0.022430881585811163,0.999071372937397,0.018522845275181724,0.9831907632626358,0.0034858922724862523,0.9876339954687852,0.023290147569444444,0.0003089133061333872,0.023705512152777778,0.00010633680555555483
228,38,7.6,0.5851258680555556,0.008286675347222222,0.008286675347222222,0.9752020496604077,72.04177734375,0.9991610414682536,0.023828125,0.00012261284722222057,0.9254513931086397,0.030558815858111633,0.9997414062897347,0.022430881585811163,0.9995916783952354,0.01851960020768432,0.9807043741009602,0.003845095627967417,0.9870656815017657,0.023472005208333334,0.000304408995211211,0.023828125,0.00012261284722222057
234,39,7.8,0.5846462673611111,0.008400607638888889,0.008400607638888889,0.9857540932968911,28.71914822048611,0.9998671458252583,0.02359157986111111,0.0002365451388888877,0.9570524233375003,0.029841549295774646,0.9998685253730294,0.022434141888367242,0.9998693375838633,0.018522845275181724,0.9804420564599854,0.003423833562761153,0.9857540932968911,0.023580946180555555,0.0002179660103012688,0.023828125,-0.0002365451388888877
240,40,8.0,0.5860753038194444,0.008504774305555556,0.008504774305555556,0.9790686911834753,53.94066189236111,0.998912354065581,0.023619791666666667,2.8211805555556496e-05,0.9384947569626453,0.0299197965571205,0.9990466765762458,0.022434141888367242,0.9990079110084256,0.018529335410176533,0.9798936778477714,0.0033800251390008877,0.9857540932968911,0.02366883680555556,8.938074722655904e-05,0.023828125,2.8211805555556496e-05
246,41,8.2,0.5853884548611111,0.008522135416666667,0.008522135416666667,0.9863031228445059,38.11539496527778,0.999887752225471,0.023735894097222224,0.00011610243055555636,0.959464448439738,0.03026212832550861,0.9993347992191737,0.022434141888367242,0.9996640594004632,0.01853582554517134,0.9812333148314488,0.00422249518377504,0.9863031228445059,0.023696180555555557,8.467602747191164e-05,0.023828125,0.00011610243055555636
252,42,8.4,0.5854166666666667,0.008351779513888888,0.008351779513888888,0.9829175366187419,36.90296115451389,0.9995183573242981,0.023933376736111112,0.00019748263888888853,0.949119864476332,0.030862023995826812,0.9997043726424736,0.02242110067814293,0.999371018520623,0.018542315680166146,0.9818490987208044,0.004198637882944623,0.9863031228445059,0.02374175347222222,0.0001277815666189856,0.023933376736111112,0.00019748263888888853
258,43,8.6,0.5858528645833333,0.008394097222222223,0.008394097222222223,0.9849103718636782,25.278863932291667,0.9994861126404514,0.024088541666666668,0.00015516493055555552,0.9589671707967445,0.03130868544600939,0.997205425224783,0.02247000521648409,0.9981314939580864,0.018513110072689513,0.9837907631614584,0.002626047539704694,0.9863031228445059,0.02379383680555556,0.0001901995198615531,0.024088541666666668,0.00015516493055555552
264,44,8.8,0.5858159722222223,0.008567708333333333,0.008567708333333333,0.9791409647808422,56.51171115451389,0.9998927283031058,0.02420138888888889,0.00011284722222222252,0.9374505345703168,0.03165427751695357,0.9995628491004835,0.022473265519040168,0.9997228285634657,0.0185033748701973,0.9824681374582488,0.002949572660901015,0.9863031228445059,0.02391579861111111,0.000215265745421471,0.02420138888888889,0.00011284722222222252
270,45,9.0,0.585439453125,0.008804253472222223,0.008804253472222223,0.983971835263433,40.278629557291666,0.9998527471316117,0.024136284722222224,6.510416666666644e-05,0.952507383353262,0.03143909754825248,0.9992910843561317,0.02246022430881586,0.9995930031891392,0.01853582554517134,0.9834487662742403,0.0024247310015815594,0.9863031228445059,0.024019097222222223,0.00016693573883710432,0.02420138888888889,-6.510416666666644e-05
276,46,9.2,0.5864420572916667,0.008576388888888889,0.008576388888888889,0.9732561552509725,69.80497287326389,0.9989309543950897,0.024456380208333333,0.0003200954861111091,0.9238818121960527,0.03218244653103808,0.9969127704077744,0.02254173187271779,0.9981544139280043,0.018672118380062306,0.9808393727555336,0.004268346225746726,0.9849103718636782,0.024163194444444445,0.00017118998637603234,0.024456380208333333,0.0003200954861111091
282,47,9.4,0.5880056423611111,0.008807508680555555,0.008807508680555555,0.9578065434058808,212.6598263888889,0.996466089208267,0.023988715277777777,0.0004676649305555558,0.873539444804329,0.030777256129368807,0.999243277467082,0.02254173187271779,0.9992461090034426,0.018672118380062306,0.9758171741129613,0.009911346672323015,0.9849103718636782,0.02417426215277778,0.00015719057661035666,0.024456380208333333,-0.0004676649305555558
288,48,9.6,0.5939181857638889,0.009428168402777777,0.009428168402777777,0.9559991708503774,282.1088736979167,0.9989659001163894,0.02407009548611111,8.138020833333218e-05,0.8682456014008195,0.031057642149191444,0.999127444181626,0.022509128847157014,0.9991847839286911,0.0186688733125649,0.9700349339103012,0.011261167465859742,0.983971835263433,0.024170572916666667,0.00015936061449767583,0.024456380208333333,8.138020833333218e-05
294,49,9.8,0.594599609375,0.009322916666666667,0.009322916666666667,0.9747704570976146,69.27301540798611,0.9995729562174237,0.024281684027777778,0.00021158854166666852,0.9252122210471164,0.03165427751695357,0.9989555032578982,0.022525430359937402,0.9993310471660236,0.018691588785046728,0.9691608323736556,0.010674779413469821,0.983971835263433,0.024186631944444446,0.00016558117058886369,0.024456380208333333,0.00021158854166666852
300,50,10.0,0.5986273871527777,0.009393446180555556,0.009393446180555556,0.9725810365461737,124.5797146267361,0.9997006628044857,0.024235026041666666,4.6657986111111466e-05,0.918530825892275,0.031585811163275954,0.9990076255930513,0.022486306729264476,0.9993261270161706,0.01865913811007269,0.9668826726302038,0.008199225677202559,0.9747704570976146,0.024206380208333333,0.0001642819506185791,0.024456380208333333,-4.6657986111111466e-05
306,51,10.2,0.6000564236111111,0.009537760416666667,0.009537760416666667,0.9776634163873842,63.53317491319444,0.9997731574387095,0.024249131944444443,1.4105902777776513e-05,0.9343076983829364,0.03159885237350026,0.9987698372464588,0.02250260824204486,0.9991989714179982,0.018672118380062306,0.9677641248574862,0.009031665113635765,0.9776634163873842,0.024164930555555554,0.00011461251141018448,0.024281684027777778,1.4105902777776513e-05
312,52,10.4,0.6005403645833334,0.009309895833333333,0.009309895833333333,0.9837005948204699,70.5981325954861,0.999750616212529,0.02465386284722222,0.0004047309027777786,0.9518713173697133,0.032831246739697444,0.9991839994130459,0.022496087636932706,0.9995230921665398,0.018662383177570095,0.972942935140404,0.009258208686433666,0.9837005948204699,0.024297960069444444,0.00019245718627440087,0.02465386284722222,0.0004047309027777786
318,53,10.6,0.6015559895833333,0.009147135416666667,0.009147135416666667,0.982522590539645,70.21015299479167,0.9996172707318705,0.02446940104166667,0.00018446180555555317,0.9476260162299833,0.03228351591027647,0.9997012027112202,0.02249282733437663,0.9996671926112464,0.01865913811007269,0.9782476190782574,0.0043023814628041545,0.9837005948204699,0.024377821180555558,0.00016172791720826557,0.02465386284722222,-0.00018446180555555317
324,54,10.8,0.6026692708333333,0.009583333333333333,0.009583333333333333,0.9794515657648616,98.95754014756945,0.9998981076867756,0.024210069444444444,0.0002593315972222246,0.9378938497935378,0.03151082420448618,0.999869320622933,0.02249282733437663,0.9999111490075775,0.01865264797507788,0.979183840811707,0.003937733047606088,0.9837005948204699,0.024363498263888887,0.00017242514847752975,0.02465386284722222,-0.0002593315972222246
330,55,11.0,0.6053385416666667,0.009458550347222223,0.009458550347222223,0.9876493363600254,15.631917317708334,0.9997439459647102,0.02482421875,0.0006141493055555579,0.9697136373233399,0.03344418362023996,0.9963577956618618,0.022518909754825248,0.9965666312550692,0.018539070612668743,0.9821975007744772,0.0034694543266824657,0.9876493363600254,0.024481336805555556,0.00023451260267482474,0.02482421875,0.0006141493055555579
336,56,11.2,0.6074598524305556,0.009708116319444444,0.009708116319444444,0.9842231675818324,24.562284071180557,0.9990588543594067,0.025316840277777777,0.000492621527777775,0.962786163280336,0.03480372978612415,0.993754359378698,0.02252869066249348,0.995773074572475,0.01864940290758048,0.9835094510133668,0.0026504680440709075,0.9876493363600254,0.024694878472222223,0.0003717869125250292,0.025316840277777777,0.000492621527777775
342,57,11.4,0.6077202690972222,0.009932725694444445,0.009932725694444445,0.9833390515243684,56.67315755208333,0.9997009521160476,0.025241970486111112,7.486979166666449e-05,0.9527198599318066,0.03471896191966615,0.9981608547803283,0.022512389149713093,0.9986321614299233,0.018526090342679127,0.9834371423541466,0.0026491984290751497,0.9876493363600254,0.0248125,0.00042885447713820964,0.025316840277777777,-7.486979166666449e-05
348,58,11.6,0.6103515625,0.009913194444444445,0.009913194444444445,0.9831014278487982,28.334800347222224,0.9986414146362076,0.025208333333333333,3.3637152777779566e-05,0.9536111685223357,0.03460811163275952,0.9973628552338906,0.022512389149713093,0.9978116508607049,0.01853582554517134,0.9835529098159771,0.0026191811798602573,0.9876493363600254,0.024960286458333335,0.0004121513700188913,0.025316840277777777,-3.3637152777779566e-05
354,59,11.8,0.6103515625,0.01010525173611111,0.01010525173611111,0.9823017640038876,41.00048177083333,0.9995800460782732,0.025172526041666667,3.5807291666665325e-05,0.9492884302014721,0.03444509650495566,0.9979875819146418,0.022561293688054252,0.9990795251961793,0.018542315680166146,0.9841229494637824,0.0018665565666118743,0.9876493363600254,0.02515277777777778,0.00017105513236385158,0.025316840277777777,-3.5807291666665325e-05
360,60,12.0,0.6102886284722222,0.010226779513888888,0.010226779513888888,0.9861180481838769,29.95825954861111,0.999472588051216,0.025017361111111112,0.00015516493055555552,0.9599150581066285,0.03396909233176839,0.9990324457761371,0.02254173187271779,0.9989712027533907,0.01857152128764278,0.9838166918285527,0.001303549979636814,0.9861180481838769,0.025191406250000003,9.922211052562063e-05,0.025316840277777777,-0.00015516493055555552
366,61,12.2,0.6101627604166666,0.009730902777777778,0.009730902777777778,0.9864932401955242,35.73606662326389,0.9999104852691031,0.024942491319444444,7.486979166666796e-05,0.959507311824109,0.033773474178403755,0.9997133235052457,0.02250260824204486,0.9998163459204346,0.018581256490134996,0.984270706351291,0.0017008383483154731,0.9864932401955242,0.02511653645833333,0.00011612291323736542,0.025241970486111112,-7.486979166666796e-05
372,62,12.4,0.6098676215277777,0.00974609375,0.00974609375,0.9834983363138174,42.047000868055555,0.9999584355413078,0.025048828125,0.00010633680555555483,0.950139482618445,0.03408972352634324,0.999893168131526,0.022522170057381326,0.9999159055868504,0.018565031152647977,0.9843025633091809,0.0016845032422011703,0.9864932401955242,0.02507790798611111,9.880544887886474e-05,0.025208333333333333,0.00010633680555555483
378,63,12.6,0.6096278211805556,0.00976345486111111,0.00976345486111111,0.9829127006397139,37.400149739583334,0.9995259083728194,0.025010850694444444,3.797743055555455e-05,0.9487816662855932,0.03396257172665623,0.9997528123452812,0.022531950965049556,0.9996437546052008,0.01856827622014538,0.984264817867364,0.0017128703464553618,0.9864932401955242,0.025038411458333333,7.54965088939843e-05,0.025172526041666667,-3.797743055555455e-05
384,64,12.8,0.6093131510416666,0.009229600694444444,0.009229600694444444,0.9840320795057025,39.33294379340278,0.9998168094936601,0.025086805555555557,7.595486111111258e-05,0.9559903908230514,0.034226656233698485,0.9972471348957037,0.02252869066249348,0.9983905560175645,0.01853582554517134,0.984610880967727,0.0014332768361866098,0.9864932401955242,0.02502126736111111,4.7716414599909765e-05,0.025086805555555557,7.595486111111258e-05
390,65,13.0,0.6091395399305556,0.009071180555555556,0.009071180555555556,0.9847568271762558,48.84950846354167,0.9996571119296094,0.02519748263888889,0.00011067708333333329,0.9550383459174567,0.034546165884194055,0.9993516409065539,0.022531950965049556,0.9993861817702876,0.01854556074766355,0.9843386367662028,0.0012369781887951322,0.9864932401955242,0.025057291666666665,8.477274737884755e-05,0.02519748263888889,0.00011067708333333329
396,66,13.2,0.610400390625,0.009577907986111111,0.009577907986111111,0.9819281364586386,33.59123046875,0.9992103832165011,0.026010199652777777,0.0008127170138888876,0.9551273580734234,0.03681207616066771,0.9939305198289842,0.022603677621283257,0.9962409930460343,0.01864940290758048,0.9834256160188257,0.000964441451534744,0.9847568271762558,0.025270833333333333,0.0003749096922590534,0.026010199652777777,0.0008127170138888876
402,67,13.4,0.6097124565972222,0.009545355902777778,0.009545355902777778,0.9834002826925631,49.62702907986111,0.9999536049367723,0.025731336805555557,0.0002788628472222207,0.9500545652342551,0.036003521126760564,0.9997232390718397,0.022571074595722482,0.9998738561044138,0.01865264797507788,0.9834060052945748,0.0009637600532061737,0.9847568271762558,0.025407335069444443,0.0003930394133782895,0.026010199652777777,-0.0002788628472222207
